,Newspaper,Year,Faces
4251,JDG,1990,0
4252,JDG,1990,0
4253,JDG,1990,1
4254,JDG,1990,1
4255,JDG,1990,0
4256,JDG,1990,2
4257,JDG,1990,0
4258,JDG,1990,1
4259,JDG,1990,1
4260,JDG,1990,0
4261,JDG,1990,1
4262,JDG,1990,0
4263,JDG,1990,0
4264,JDG,1990,2
4265,JDG,1990,0
4266,JDG,1990,0
4267,JDG,1990,0
4268,JDG,1990,0
4269,JDG,1990,0
4270,JDG,1990,2
4271,JDG,1990,3
4272,JDG,1990,1
4273,JDG,1990,1
4274,JDG,1990,2
4275,JDG,1990,0
4276,JDG,1990,1
4277,JDG,1990,0
4278,JDG,1990,0
4279,JDG,1990,1
4280,JDG,1990,1
4281,JDG,1990,0
4282,JDG,1990,1
4283,JDG,1990,1
4284,JDG,1990,0
4285,JDG,1990,0
4286,JDG,1990,0
4287,JDG,1990,0
4288,JDG,1990,1
4289,JDG,1990,0
4290,JDG,1993,2
4291,JDG,1993,0
4292,JDG,1993,1
4293,JDG,1993,0
4294,JDG,1993,1
4295,JDG,1993,0
4296,JDG,1993,0
4297,JDG,1993,2
4298,JDG,1993,0
4299,JDG,1993,0
4300,JDG,1993,0
4301,JDG,1993,0
4302,JDG,1993,0
4303,JDG,1993,1
4304,JDG,1993,2
4305,JDG,1993,0
4306,JDG,1993,0
4307,JDG,1993,0
4308,JDG,1993,0
4309,JDG,1993,0
4310,JDG,1993,0
4311,JDG,1993,0
4312,JDG,1993,1
4313,JDG,1993,0
4314,JDG,1993,1
4315,JDG,1993,0
4316,JDG,1993,3
4317,JDG,1993,0
4318,JDG,1993,0
4319,JDG,1993,0
4320,JDG,1993,0
4321,JDG,1993,0
4322,JDG,1993,0
4323,JDG,1993,0
4324,JDG,1993,1
4325,JDG,1993,1
4326,JDG,1993,1
4327,JDG,1993,0
4328,JDG,1993,0
4329,JDG,1993,0
4330,JDG,1993,0
4331,JDG,1993,0
4332,JDG,1993,0
4333,JDG,1993,0
4334,JDG,1993,0
4335,JDG,1993,0
4336,JDG,1993,0
4337,JDG,1993,0
4338,JDG,1993,0
4339,JDG,1993,0
4340,JDG,1993,0
4341,JDG,1993,0
4342,JDG,1993,0
4343,JDG,1993,0
4344,JDG,1993,0
4345,JDG,1993,0
4346,JDG,1993,0
4347,JDG,1993,3
4348,JDG,1993,0
4349,JDG,1993,1
4350,JDG,1993,0
4351,JDG,1993,0
4352,JDG,1993,3
4353,JDG,1993,0
4354,JDG,1993,0
4355,JDG,1993,0
4356,JDG,1993,0
4357,JDG,1993,0
4358,JDG,1993,1
4359,JDG,1993,4
4360,JDG,1993,0
4361,JDG,1993,0
4362,JDG,1993,0
4363,JDG,1993,0
4364,JDG,1993,0
4365,JDG,1993,0
4366,JDG,1993,0
4367,JDG,1993,0
4368,JDG,1993,0
4369,JDG,1993,1
4370,JDG,1993,0
4371,JDG,1993,0
4372,JDG,1993,0
4373,JDG,1993,1
4374,JDG,1993,0
4375,JDG,1993,0
4376,JDG,1993,0
4377,JDG,1993,0
4378,JDG,1993,0
4379,JDG,1993,0
4380,JDG,1993,2
4381,JDG,1993,1
4382,JDG,1993,3
4383,JDG,1993,0
4384,JDG,1993,0
4385,JDG,1993,1
4386,JDG,1993,0
4387,JDG,1993,0
4388,JDG,1993,0
4389,JDG,1993,0
4390,JDG,1993,0
4391,JDG,1993,0
4392,JDG,1993,1
4393,JDG,1993,0
4394,JDG,1995,0
4395,JDG,1995,0
4396,JDG,1995,0
4397,JDG,1995,3
4398,JDG,1995,0
4399,JDG,1995,1
4400,JDG,1995,0
4401,JDG,1995,0
4402,JDG,1995,0
4403,JDG,1995,0
4404,JDG,1995,0
4405,JDG,1995,0
4406,JDG,1995,0
4407,JDG,1995,0
4408,JDG,1995,0
4409,JDG,1995,0
4410,JDG,1995,0
4411,JDG,1995,1
4412,JDG,1995,0
4413,JDG,1995,2
4414,JDG,1995,0
4415,JDG,1995,2
4416,JDG,1995,0
4417,JDG,1995,0
4418,JDG,1995,0
4419,JDG,1995,0
4420,JDG,1995,0
4421,JDG,1995,0
4422,JDG,1995,0
4423,JDG,1995,0
4424,JDG,1995,0
4425,JDG,1995,2
4426,JDG,1995,1
4427,JDG,1995,1
4428,JDG,1995,0
4429,JDG,1995,0
4430,JDG,1995,0
4431,JDG,1995,0
4432,JDG,1995,0
4433,JDG,1995,0
4434,JDG,1995,0
4435,JDG,1995,0
4436,JDG,1995,0
4437,JDG,1995,0
4438,JDG,1995,0
4439,JDG,1995,1
4440,JDG,1995,0
4441,JDG,1995,0
4442,JDG,1995,0
4443,JDG,1995,0
4444,JDG,1995,0
4445,JDG,1995,0
4446,JDG,1995,0
4447,JDG,1995,1
4448,JDG,1995,0
4449,JDG,1995,0
4450,JDG,1995,1
4451,JDG,1995,0
4452,JDG,1995,0
4453,JDG,1995,0
4454,JDG,1995,3
4455,JDG,1995,0
4456,JDG,1995,0
4457,JDG,1995,0
4458,JDG,1995,0
4459,JDG,1995,1
4460,JDG,1995,0
4461,JDG,1995,0
4462,JDG,1995,0
4463,JDG,1995,0
4464,JDG,1995,0
4465,JDG,1995,0
4466,JDG,1995,1
4467,JDG,1995,0
4468,JDG,1995,0
4469,JDG,1995,1
4470,JDG,1995,0
4471,JDG,1995,0
4472,JDG,1995,1
4473,JDG,1995,2
4474,JDG,1995,0
4475,JDG,1995,0
4476,JDG,1995,1
4477,JDG,1995,1
4478,JDG,1995,0
4479,JDG,1995,0
4480,JDG,1995,0
4481,JDG,1995,0
4482,JDG,1995,0
4483,JDG,1995,0
4484,JDG,1995,11
4485,JDG,1995,0
4486,JDG,1995,0
4487,JDG,1995,1
4488,JDG,1995,0
4489,JDG,1995,2
4490,JDG,1995,0
4491,JDG,1995,0
4492,JDG,1995,0
4493,JDG,1995,0
4494,JDG,1995,0
4495,JDG,1995,0
4496,JDG,1995,1
4497,JDG,1995,1
4498,JDG,1995,0
4499,JDG,1995,0
4500,JDG,1995,1
4501,JDG,1995,0
4502,JDG,1995,0
4503,JDG,1995,0
4504,JDG,1995,5
4505,JDG,1995,0
4506,JDG,1998,0
4507,JDG,1998,1
4508,JDG,1998,0
4509,JDG,1998,1
4510,JDG,1998,1
4511,JDG,1998,0
4512,JDG,1998,3
4513,JDG,1998,0
4514,JDG,1998,0
4515,JDG,1998,0
4516,JDG,1998,0
4517,JDG,1998,0
4518,JDG,1998,0
4519,JDG,1998,0
4520,JDG,1998,0
4521,JDG,1998,1
4522,JDG,1998,0
4523,JDG,1998,0
4524,JDG,1998,1
4525,JDG,1998,0
4526,JDG,1998,0
4527,JDG,1998,0
4528,JDG,1998,0
4529,JDG,1998,0
4530,JDG,1998,0
4531,JDG,1998,1
4532,JDG,1998,1
4533,JDG,1998,0
4534,JDG,1998,0
4535,JDG,1998,0
4536,JDG,1998,1
4537,JDG,1998,1
4538,JDG,1998,1
4539,JDG,1998,2
4540,JDG,1998,1
4541,JDG,1998,0
4542,JDG,1998,0
4543,JDG,1998,0
4544,JDG,1998,0
4545,JDG,1998,7
4546,JDG,1998,0
4547,JDG,1998,0
4548,JDG,1998,0
4549,JDG,1998,1
4550,JDG,1998,0
4551,JDG,1998,1
4552,JDG,1998,1
4553,JDG,1998,0
4554,JDG,1998,0
4555,JDG,1998,0
4556,JDG,1998,0
4557,JDG,1998,0
4558,JDG,1998,1
4559,JDG,1998,0
4560,JDG,1998,0
4561,JDG,1998,0
4562,JDG,1998,0
4563,JDG,1998,0
4564,JDG,1998,0
4565,JDG,1998,1
4566,JDG,1998,0
4567,JDG,1998,1
4568,JDG,1998,1
4569,JDG,1998,0
4570,JDG,1998,0
4571,JDG,1998,3
4572,JDG,1998,1
4573,JDG,1998,0
4574,JDG,1998,0
4575,JDG,1998,1
4576,JDG,1998,2
4577,JDG,1998,1
4578,JDG,1998,1
4579,JDG,1998,0
4580,JDG,1998,0
4581,JDG,1998,1
4582,JDG,1998,0
4583,JDG,1998,0
4584,JDG,1998,0
4585,JDG,1998,0
4586,JDG,1998,1
4587,JDG,1998,0
4588,JDG,1998,0
4589,JDG,1998,0
4590,JDG,1998,0
4591,JDG,1998,0
4592,JDG,1998,0
4593,JDG,1998,3
4594,JDG,1998,0
4595,JDG,1998,0
4596,JDG,1998,1
4597,JDG,1998,0
4598,JDG,1998,0
4599,JDG,1998,0
4600,JDG,1998,0
4601,JDG,1998,0
4602,JDG,1998,5
4603,JDG,1998,0
4604,JDG,1998,0
4605,JDG,1998,0
4606,JDG,1998,1
4607,JDG,1998,0
4608,JDG,1998,0
4609,JDG,1998,0
4610,JDG,1998,1
4611,JDG,1998,2
4612,JDG,1998,1
4613,JDG,1998,0
4614,JDG,1998,0
4615,JDG,1998,1
4616,JDG,1998,1
4617,JDG,1998,0
