file_name,similarity_score
image_0175.jpg,[0.9880744]
image_0203.jpg,[0.8353891]
image_0174.jpg,[0.8325044]
image_0179.jpg,[0.8067914]
image_0167.jpg,[0.8027487]
image_0232.jpg,[0.7962729]
